slope_occ,intercept_occ,rms_occ,slope_unocc,intercept_unocc,rms_unocc,index,gap_difference,direct_gap_difference,strain_norm,trace,family,is_copy
0.10616063118644614,0.047521953537477575,0.04702233709016596,0.09017908795506772,0.8687580789308568,0.10312425088064753,0,1.2919029999999978,1.556756,0.0672798596833046,-0.11653213529758855,1-scale-all-axes-uniformly,False
0.1063335803933088,0.04769987759335759,0.04693391860521299,0.09050070248206156,0.866763519525099,0.10260571272086579,1,1.2905419999999967,1.555288000000001,0.0646328126033576,-0.11194731526509344,1-scale-all-axes-uniformly,False
0.10650990592530392,0.04783585073075937,0.04683837890661918,0.0908364858481921,0.8646132535318943,0.10213221644927106,2,1.2890880000000013,1.5537810000000016,0.0619901300066479,-0.10737005473931427,1-scale-all-axes-uniformly,False
0.10668596570778122,0.04797318563403964,0.0467444867834885,0.09117159071293228,0.8624861874829161,0.10165343118536191,3,1.2876340000000006,1.5522759999999973,0.0593517832499102,-0.10280030410865998,1-scale-all-axes-uniformly,False
0.10686125472196709,0.04810856167312845,0.04664809212804052,0.09150425444085084,0.8604052762907556,0.10116666822397717,4,1.2861999999999991,1.5507809999999997,0.056717744017234,-0.09823801432853502,1-scale-all-axes-uniformly,False
0.10703654791382831,0.048236601529572105,0.04655217102752164,0.09183889590880942,0.8583291334996116,0.10068004106567156,5,1.2847750000000016,1.5492919999999994,0.0540879843147451,-0.0936831369121271,1-scale-all-axes-uniformly,False
0.10721097011394132,0.04836364577257752,0.0464553927190645,0.09217012665671577,0.8563004947083651,0.1001982721685469,6,1.283366000000001,1.5478090000000027,0.0514624764653994,-0.08913562392138952,1-scale-all-axes-uniformly,False
0.10738494068132981,0.04849537187857124,0.04635863938639259,0.09249868858055119,0.8542997778408714,0.09971184585686611,7,1.2819510000000012,1.546329,0.0488411931038857,-0.08459542795821284,1-scale-all-axes-uniformly,False
0.10755842452014618,0.048657754697035385,0.04626051682895281,0.09282784912250874,0.852357553144046,0.09922147009068773,8,1.280593999999999,1.5448939999999975,0.0462241071716316,-0.08006250215577493,1-scale-all-axes-uniformly,False
0.10773097230618517,0.048776762200001496,0.046161443281456056,0.09315426582306978,0.8503942325762829,0.09868491275838669,9,1.2791920000000019,1.5434070000000037,0.0436111919119169,-0.07553680017007697,1-scale-all-axes-uniformly,False
0.10790325898478463,0.048889166625160345,0.046062555922753684,0.09348091222761336,0.8484513342589542,0.09816323261223599,10,1.2777919999999998,1.5419289999999997,0.0410024208650861,-0.07101827617165152,1-scale-all-axes-uniformly,False
0.1080744705724036,0.049005035683409456,0.04596379614515421,0.09380181740157192,0.8465731369648639,0.09765715331891399,11,1.276419999999999,1.5404579999999974,0.0383977678638585,-0.0665068848374385,1-scale-all-axes-uniformly,False
0.10824706300763536,0.04911455991316397,0.04586433322153001,0.09412754270118896,0.8446869669345766,0.09717378289531796,12,1.2750579999999996,1.5389990000000004,0.0357972070287347,-0.062002581342830376,1-scale-all-axes-uniformly,False
0.10841811993768839,0.04922114707832821,0.04576338364540216,0.09444946961076763,0.8428373187531575,0.09670937680828116,13,1.2737049999999996,1.5375380000000032,0.0332007127634966,-0.05750532135387665,1-scale-all-axes-uniformly,False
0.10858863410968465,0.049325757702147734,0.04566235870986558,0.09476829626950213,0.8410239264002239,0.09627178829117641,14,1.272342,1.5360829999999996,0.0306082597507975,-0.053015061019646814,1-scale-all-axes-uniformly,False
0.10875868454358448,0.0494340870735345,0.04556282991071336,0.09508417202080226,0.83923944133986,0.09577890828653549,15,1.2709910000000004,1.5346259999999994,0.0280198229478437,-0.04853175696474976,1-scale-all-axes-uniformly,False
0.10892815968430222,0.049537307093186836,0.04546274365187202,0.09540059856197912,0.8374699136873611,0.09528453852391604,16,1.2696520000000007,1.5331740000000016,0.0254353775821592,-0.04405536628199824,1-scale-all-axes-uniformly,False
0.10909756802633593,0.04963317681920812,0.04536232164264094,0.09571689846039612,0.8357244120084729,0.09478876218469458,17,1.2683300000000006,1.5317209999999992,0.0228548991474369,-0.039585846525223456,1-scale-all-axes-uniformly,False
0.10926595678930391,0.04973629258101147,0.045261308473656156,0.09602716310511655,0.8340373845707947,0.09429465022205882,18,1.267016,1.5302840000000018,0.0202783633994711,-0.035123155702229236,1-scale-all-axes-uniformly,False
0.1094346322090506,0.04983019891769291,0.04516002825260025,0.09633952507967061,0.8323563749366895,0.09379963623396574,19,1.265714000000001,1.5288500000000003,0.0177057463521732,-0.030667252267891354,1-scale-all-axes-uniformly,False
0.10960272774438858,0.049925665702808604,0.04505937233842106,0.09664891669988186,0.8307028449187204,0.0933061089603596,20,1.2644110000000008,1.527417999999999,0.0151370242736612,-0.026218095117384654,1-scale-all-axes-uniformly,False
0.10977018861673446,0.05001715764689505,0.044959659677632664,0.09695599404782476,0.829084413275609,0.0928062861689229,21,1.2631180000000004,1.5259859999999978,0.0125721736824297,-0.021775643579548587,1-scale-all-axes-uniformly,False
0.10993667575192304,0.05010970459957534,0.04485994887221067,0.09726070336003691,0.8274905211227104,0.092313222071149,22,1.2618299999999998,1.524557999999999,0.0100111713435939,-0.017339857410382242,1-scale-all-axes-uniformly,False
0.11010334055367745,0.05019849089682881,0.04475940471929576,0.09756607009825813,0.82590630803745,0.09182389209084321,23,1.2605450000000005,1.5231330000000005,0.0074539942652042,-0.012910696786660847,1-scale-all-axes-uniformly,False
0.11026958634042906,0.050288855028854794,0.044658554996854935,0.0978669228314491,0.824372765057531,0.09132937783214963,24,1.2592770000000009,1.5217109999999998,0.0049006196946349,-0.008488122299680434,1-scale-all-axes-uniformly,False
0.11043502692754399,0.05037335956091139,0.04455884388160378,0.09816618039635779,0.8228676731495412,0.09083452030337821,25,1.2580210000000012,1.5202939999999998,0.002351025115041,-0.004072094949121641,1-scale-all-axes-uniformly,False
0.11060048977067422,0.05045744096219204,0.04445789448302722,0.09846567354219869,0.8213825219269155,0.09034557473083464,26,1.256824,1.5188900000000025,0.0001948117581166,0.0003374238629698656,1-scale-all-axes-uniformly,False
0.11076521000995397,0.050542104554765266,0.044358036728676796,0.0987608640444726,0.8199252917329029,0.08985515597992691,27,1.2555739999999993,1.5174770000000013,0.0027369129804809,0.00474047233808772,1-scale-all-axes-uniformly,False
0.11093016339113056,0.05063107338992727,0.044254437081416985,0.0990579759909335,0.8184610469674447,0.08938366352140717,28,1.2543059999999997,1.5160879999999999,0.0052753003821412,0.009137088287056172,1-scale-all-axes-uniformly,False
0.11109415905251765,0.05071352290290641,0.044154201663800206,0.0993492342557241,0.8170617404983613,0.08889920633859799,29,1.2530699999999992,1.5146869999999986,0.007809995570916,0.013527309135714427,1-scale-all-axes-uniformly,False
0.11125720843867895,0.05079010486321591,0.04405797149833343,0.09963745415491017,0.8156978226254248,0.08840028035873754,30,1.2518689999999992,1.513266999999999,0.0103410199355696,0.0179111719304893,1-scale-all-axes-uniformly,False
0.11142126577699586,0.05086675358615765,0.04395893157975936,0.09992752607481034,0.8143374352053405,0.08781776683172426,31,1.2506570000000004,1.5118760000000009,0.012868394648973,0.022288713343868838,1-scale-all-axes-uniformly,False
0.11158446015547407,0.050941944038621026,0.043860643331444245,0.10021441640278424,0.8130086820675556,0.08729083643113376,32,1.2494439999999987,1.5104880000000005,0.0153921406712022,0.02665996967976969,1-scale-all-axes-uniformly,False
0.11174716821303834,0.05101460091611703,0.04376169957773374,0.10049864785946498,0.8117038565828697,0.08693361239978563,33,1.2482300000000013,1.5090920000000008,0.0179122787525808,0.031024976878806454,1-scale-all-axes-uniformly,False
0.11190941465826057,0.051092418379683,0.04366452246064356,0.10078143655686955,0.8104320010309767,0.08634654623315603,34,1.2470379999999999,1.5077169999999995,0.0204288294366661,0.03538377052346453,1-scale-all-axes-uniformly,False
0.11207108974812247,0.051161748043304006,0.043565656328240034,0.10106479213833666,0.8091496125643526,0.08586739070669129,35,1.2458599999999986,1.5063300000000002,0.0229418130631802,0.039736385843175626,1-scale-all-axes-uniformly,False
0.1122323609159375,0.05123442780038921,0.04346807796068113,0.10134171047947609,0.8079275631668282,0.08540077280391357,36,1.244669,1.5049480000000006,0.0254512497708847,0.044082857719298096,1-scale-all-axes-uniformly,False
0.11239409843436186,0.05130139913886951,0.043370099648091305,0.10161969876207629,0.8067139821709447,0.08494914478167202,37,1.243488000000001,1.5036070000000006,0.027957159500409,0.04842322069001537,1-scale-all-axes-uniformly,False
0.11255500600798972,0.051371789766740984,0.04327383068108132,0.10189190774260652,0.8055684705662912,0.08458712754348156,38,1.242324,1.502243,0.0304595619970197,0.052757508955132315,1-scale-all-axes-uniformly,False
0.11271533430381057,0.051437454778648244,0.04317863528620023,0.10216255526161776,0.8044301188895125,0.08428995932466106,39,1.2411509999999986,1.5008769999999991,0.0329584768133472,0.05708575638079816,1-scale-all-axes-uniformly,False
0.11287519949518565,0.051502223502041096,0.04308302318552563,0.10243363626284692,0.8032949721808066,0.08386901929439382,40,1.2399879999999994,1.49951,0.0354539233120549,0.06140799650412976,1-scale-all-axes-uniformly,False
0.11303513381164924,0.051565603396840784,0.042986838144672614,0.10270164601139234,0.8021949575574633,0.0834588990017184,41,1.2388260000000013,1.4981480000000005,0.0379459206684682,0.06572426253776498,1-scale-all-axes-uniformly,False
0.11319409122943297,0.051633852527383804,0.04289294216494895,0.1029641158084492,0.8011384848707821,0.08302587334082362,42,1.2376729999999991,1.4967869999999994,0.040434487873153,0.07003458737432877,1-scale-all-axes-uniformly,False
0.11335363364814062,0.05169535208720616,0.04279786630686074,0.10322797976468498,0.8000847119422815,0.0825944409008386,43,1.2365260000000013,1.4954300000000007,0.0429196437344465,0.07433900359081658,1-scale-all-axes-uniformly,False
0.11351241299832308,0.0517618569009194,0.04270409085538168,0.10348858503716526,0.7990650352615064,0.08219194946935306,44,1.2353829999999997,1.4940849999999992,0.0454014068809472,0.07863754345290785,1-scale-all-axes-uniformly,False
0.1136716001274184,0.051822898712839516,0.04260937442642754,0.10374884690708785,0.7980543773955363,0.08181320154420185,45,1.234240999999999,1.4927379999999992,0.0478797957639557,0.08293023891919249,1-scale-all-axes-uniformly,False
0.11382978519849872,0.051882345483830285,0.04251499630642708,0.10400580597268648,0.7970802690447174,0.08145357949584131,46,1.2331100000000008,1.4913859999999994,0.0503548286598799,0.08721712164533757,1-scale-all-axes-uniformly,False
